,Unnamed: 0,X,Y,OBJECTID,stop_id,stop_code,stop_name,stop_lat,stop_lon,Block
169,169,-78.4944381715362,38.02067947382717,3085,170,15792,5th Street SW at Bailey Road (northbound),38.02067947,-78.49443817,515400004012010
170,170,-78.48842620761971,38.02602386405847,3086,171,15802,Ridge St at Elliott Ave,38.02602386,-78.48842621,515400004011012
171,171,-78.48632049607636,38.028072357616246,3087,172,15818,Ridge Street at Dice Street (northbound),38.02807236,-78.48632049999998,515400004011013
172,172,-78.51935577451381,38.00540924004337,3088,173,15841,5th Street Ext at County Office Building,38.00540924,-78.51935577,510030113022006
173,173,-78.4771194467791,38.01833724974278,3089,174,15860,1001 Altavista Ave,38.01833725,-78.47711945,515400004022029
174,174,-78.48027038481048,38.01978683507893,3090,175,15873,Altavista Ave at Rialto St,38.01978683,-78.48027039,515400004022033
175,175,-78.48168945313381,38.01837158257136,3091,176,15887,Belmont Park,38.01837158,-78.48168945,515400004024002
176,176,-78.4910049436563,38.027378081496494,3092,177,15894,Cherry Avenue at 6th Street SW westbound,38.02737808,-78.49100494,515400005011009
177,177,-78.49385833741773,38.02870178159844,3093,178,15904,Cherry Avenue at Independence Resource Center,38.02870178,-78.49385834,515400005011007
178,178,-78.48240661639962,38.019741058588636,3094,179,15927,Druid Ave at Avon St,38.01974106,-78.48240662,515400004024000
179,179,-78.49337005568357,38.035251617071374,3095,180,15970,10th Street NW at Page Street Southbound,38.03525162,-78.49337006,515400002021007
180,180,-78.47041320730348,38.077716826828535,3096,181,16009,Rio Rd East at Putt Putt Ln,38.07771683,-78.47041321,510030106012012
181,181,-78.48330688560438,38.026821136009886,3097,182,16013,Crescent Halls,38.02682114,-78.48330688,515400004011006
182,182,-78.47027587979174,38.07391738949472,3098,183,16021,Hillsdale Drive at Walden Court,38.07391739,-78.47027588,510030106013008
183,183,-78.50613403222762,38.04101562550272,3099,184,16362,Emmet Street North at Rothery Road,38.04101563,-78.50613403,515400007004014
184,184,-78.50528717070006,38.04329681446059,3100,185,16370,Emmet Street North at Lambeth (northbound),38.04329681,-78.50528717,515400007002023
185,185,-78.5055770882571,38.043304443663175,3101,186,16389,Emmet St at Massie Rd Southbound,38.04330444,-78.50557709,515400007003019
186,186,-78.49636077802366,38.0558013921835,3102,187,16391,Emmet at Morton Dr,38.05580139,-78.49636078,515400007002006
187,187,-78.49008178744172,38.06150436466487,3103,188,16406,Kmart,38.06150436,-78.49008179,515400008004001
188,188,-78.48726653959993,38.06375122143047,3104,189,16423,Zan Road at Line Drive,38.06375122,-78.48726654,515400008004002
189,189,-78.48593902637766,38.06803894048953,3105,190,16447,Post Office on US29,38.06803894,-78.48593903,515400008004001
190,190,-78.48443603615212,38.0697097770221,3106,191,16452,Seminole Trail at Greenbrier Drive (northbound),38.06970978,-78.48443604,510030106013016
191,191,-78.4723510731407,38.031650542707695,3107,192,16475,East High Street at Locust Avenue,38.03165054,-78.47235107,515400010003011
192,192,-78.47267913770126,38.03141403231207,3108,193,16512,East High Street at 9 1/2 Street NE,38.03141403,-78.47267914,515400003021028
193,193,-78.4923553456601,38.06147766091368,3109,194,16520,Emmet Street North at Hydraulic Rd,38.06147766,-78.49235535,515400008004010
194,194,-78.4910736075397,38.05996704176325,3110,195,16531,Kroger at Hydraulic Road,38.05996704,-78.49107361,515400008004024
195,195,-78.49416351405222,38.058494568463374,3111,196,16554,Emmet Street North at Angus Road (northbound),38.05849457,-78.49416351,515400008004026
196,196,-78.48155212435087,38.069393158137714,3112,197,16577,Greenbrier Drive at Westfield Road (westbound),38.06939316,-78.48155212,510030106013015
197,197,-78.47344207786797,38.074634552774185,3113,198,16583,Mall Drive at Hillsdale Dr southbound,38.07463455,-78.47344208,510030106013001
198,198,-78.47393798846599,38.07727432246215,3114,199,16596,Fashion Square Mall,38.07727432,-78.47393799,510030106013001
199,199,-78.47657012839593,38.07407760538191,3115,200,16614,Hillsdale Drive at JABA southbound,38.07407761,-78.47657013,510030106013001
200,200,-78.47960662764676,38.072082519802365,3116,201,16646,Hillsdale Drive at Branchlands Boulevard (SB),38.07208252,-78.47960663,510030106013015
201,201,-78.4794540412791,38.07201385524661,3117,202,16651,Hillsdale Drive at Branchlands Boulevard (NB),38.07201386,-78.47945404,510030106013009
202,202,-78.48058319086962,38.068683624084976,3118,203,16667,Greenbrier Drive at Hillsdale Drive (eastbound),38.06868362,-78.48058319,510030106013009
203,203,-78.5010604858774,38.05268096925661,3119,204,16680,CVS at Barracks Road Shopping Center,38.05268097,-78.50106049,515400007003009
204,204,-78.50841522180326,38.03517150858968,3120,205,16819,Emmet St & Ruffner Hall,38.03517151,-78.50841522,510030109031000
205,205,-78.50070953345954,38.03226470996843,3121,206,17028,JPA at Pinn Hall,38.03226471,-78.50070953,515400006001003
206,206,-78.46567535335987,38.03858566271745,3122,207,17092,Locust Ave & Watson Ave Southbound,38.03858566,-78.46567535,515400009001012
207,207,-78.50723266509662,38.03841018680106,3123,208,17102,Emmet St at Sprigg Ln,38.03841019,-78.50723267,515400007004012
208,208,-78.47312927199356,38.074825286526064,3124,209,17118,Mall Dr at Royal Ct,38.07482529,-78.47312927,510030106013007
209,209,-78.47023773215187,38.07404327475549,3125,210,17125,Hillsdale Dr at Exeter Ct,38.07404327,-78.47023773,510030106013007
210,210,-78.4665908814915,38.06710433887578,3126,211,17139,Rio Rd East at Greenbrier Dr southbound,38.06710434,-78.46659088,515400008001000
211,211,-78.4664306635083,38.06738662770372,3127,212,17141,Rio Rd east at Greenbrier Dr northbound,38.06738663,-78.46643066,510030106012029
212,212,-78.46059417635857,38.0427131650483,3128,213,17156,Locust Ave near Calhoun St Southbound,38.04271317,-78.46059418,515400009001009
213,213,-78.46168518117285,38.0528450009216,3129,214,17160,East Rio Rd at Treesdale Apt,38.052845,-78.46168518,510030106021034
214,214,-78.46566772484044,38.042915344620425,3130,215,17173,North Ave & Glendale Rd Westbound,38.04291534,-78.46566772,515400009002014
215,215,-78.46873474172709,38.03533554051281,3131,216,17187,Locust Ave at Hazel St Northbound,38.03533554,-78.46873474,515400003021013
216,216,-78.46254730263351,38.06128311190429,3132,217,17194,Rio Rd at CATEC Northbound,38.06128311,-78.4625473,510030106021034
217,217,-78.4630508425585,38.063335417906735,3133,218,17207,East Rio Rd at CATEC,38.06333542,-78.46305084,510030106021034
218,218,-78.44264221226369,38.0227088923483,3134,219,17230,Martha Jefferson Hospital,38.02270889,-78.44264221,510030105003001
219,219,-78.44967651328875,38.03800201374619,3135,220,17282,Stoney Point Road Turnout,38.03800201,-78.44967651,510030105002026
220,220,-78.48214721617835,38.03095626871085,3136,221,17305,2nd Street at Downtown Mall,38.03095627,-78.48214722,515400010001028
221,221,-78.48326873706255,38.055900573603225,3137,222,17314,Grove Road at Meadowbrook Heights (westbound),38.05590057,-78.48326874,515400008003005
222,222,-78.47733306812867,38.02898788495269,3138,223,17333,Downtown Transit Station,38.02898788,-78.47733307,515400010001039
223,223,-78.47399902363607,38.08868408265347,3139,224,17367,Rio Hill Shopping Center at Kroger,38.08868408,-78.47399902,510030108001005
224,224,-78.46603393466701,38.03808593797113,3140,225,17379,Locust Ave & Long St Northbound,38.03808594,-78.46603394,515400003021002
225,225,-78.49547576818149,38.02574157733877,3141,226,17426,9th Street SW at Buford Middle School,38.02574158,-78.49547577,515400005012010
226,226,-78.47021484284812,38.03326034553703,3142,227,17442,Locust Ave & Sycamore St Northbound,38.03326035,-78.47021484,515400003021014
227,227,-78.5009002686027,38.02620315510387,3143,228,17636,Cherry Avenue at Hanover Street (westbound),38.02620316,-78.50090027,515400005012001
228,228,-78.5091018673663,38.02185821542269,3144,229,17689,Cherry Avenue at Rainier Road,38.02185822,-78.50910187,515400005021002
229,229,-78.46121978843158,38.025241852341026,3145,230,17712,Chesapeake Street at 18th Street NE,38.02524185,-78.46121979,515400003022011
230,230,-78.45388031110265,38.0358543403386,3146,231,17720,Stony Point Rd & Winding River Ln,38.03585434,-78.45388031,510030105002020
231,231,-78.47702026336873,38.08491134653358,3147,232,17909,West Rio Rd at Berkmar westbound,38.08491135,-78.47702026,510030108001037
232,232,-78.4840469360403,38.05479812688901,3148,233,18022,Gentry Lane at Walker School (northbound),38.05479813,-78.48404694,515400007001005
233,233,-78.48432922387589,38.05485534729808,3149,234,18033,Gentry Lane at Walker School (southbound),38.05485535,-78.48432922,515400007001003
234,234,-78.50682830748788,38.023509979296996,3150,235,18051,Cherry Avenue at Shamrock Road (eastbound),38.02350998,-78.50682831,515400005021002
235,235,-78.46482849203997,38.04224395731023,3151,236,18203,Sheridan Ave at Calhoun St Northbound,38.04224396,-78.46482849,515400009001009
236,236,-78.51987457207413,38.00548171994724,3152,237,18219,5th Street Ext at Old Lynchburg Rd southbound,38.00548172,-78.51987457,510030113021017
237,237,-78.44608306866402,38.03818893419033,3153,238,18226,Avemore Apartments,38.03818893,-78.44608307,510030105002026
238,238,-78.46116638105094,38.039619446078746,3154,239,18235,St Clair Ave at St George Ave,38.03961945,-78.46116638,515400009001017
239,239,-78.46850585839185,38.043464660303954,3155,240,18242,North Ave & Ashby Pl Westbound,38.04346466,-78.46850586,515400009002016
240,240,-78.4709777823069,38.045711516479614,3156,241,18257,Park St at Beechwood Garden,38.04571152,-78.47097778,515400009002008
241,241,-78.45893096950023,38.041519165705225,3157,242,18261,St Clair Ave at Peartree Ln Northbound,38.04151916,-78.45893097,515400009001007
242,242,-78.46189117450812,38.052364349007156,3158,243,18300,East Rio Rd & Pen Park Ln Northbound,38.05236435,-78.46189117,510030106022011
243,243,-78.44466400138832,38.0247879036444,3159,244,19002,Martha Jefferson Dr at State Farm Blvd,38.02478789999999,-78.444664,510030105003001
244,244,-78.44593048002844,38.03047943088142,3160,245,19018,Abbey Rd at Applebees,38.03047943,-78.44593048,510030105003000
245,245,-78.46273803610106,38.032787322269286,3161,246,19025,East High St at Hazel St Eastbound,38.03278732,-78.46273804,515400003022002
246,246,-78.45496368313323,38.02467727703231,3162,247,19039,Riverside Ave Northbound,38.02467728,-78.45496368,515400003022005
247,247,-78.45634460507387,38.0270233154355,3163,248,19041,Riverside Ave at Riverbluff Cir,38.02702332,-78.4563446,515400003022005
248,248,-78.45512390160003,38.02470016520465,3164,249,19056,Riverside Ave Southbound,38.02470016,-78.4551239,515400003022005
249,249,-78.45825195202666,38.023910521700934,3165,250,19060,Chesapeake Street at Riverview Street Eastbound,38.02391052,-78.45825195,515400003022014
250,250,-78.46594238220766,38.027015686148154,3166,251,19087,Chesapeake Street at Meade Park Eastbound,38.02701569,-78.46594238,515400003022018
251,251,-78.46792602578343,38.0297126777844,3167,252,19094,Little High Street at 12th Street NE Westbound,38.02971268,-78.46792603,515400003021034
252,252,-78.46800994773001,38.02965164145442,3168,253,19104,Little High St at 12th St NE Eastbound,38.02965164,-78.46800995,515400003021033
253,253,-78.47093963648787,38.03066253636235,3169,254,19115,Little High St at 11th St NE Eastbound,38.03066254,-78.47093964,515400003021031
254,254,-78.47071075526048,38.030727387065696,3170,255,19127,Little High St at 11th St NE Westbound,38.03072739,-78.47071075,515400003021026
255,255,-78.4675827018857,38.02142334014185,3171,256,19136,Rives St at Carlton Ave,38.02142334,-78.46758270000002,515400004023001
256,256,-78.46909332335603,38.01935577342196,3172,257,19143,Rives St at Hampton St,38.01935577,-78.46909332,515400004023001
257,257,-78.47145843546592,38.01743698147936,3173,258,19158,Rives St at Rives Park,38.01743698,-78.47145844,515400004023006
258,258,-78.47331237695369,38.0151824952675,3174,259,19162,Monticello Rd at Linden Ave Southbound,38.0151825,-78.47331238,515400004023019
259,259,-78.47406005839574,38.020027161121966,3175,260,19189,Monticello Ave at Blenheim Ave Southbound,38.02002716,-78.47406006,515400004022022
260,260,-78.48074340915997,38.02539062508075,3176,261,19191,Monticello Ave at 6th St SE Westbound,38.02539063,-78.48074341,515400004011002
261,261,-78.48247528077498,38.027282714634644,3177,262,19209,Monticello Ave at 2nd St SE Westbound,38.02728271,-78.48247528,515400010001059
262,262,-78.4852523805166,38.02860260017832,3178,263,19213,Monticello Ave at Ridge St Westbound,38.0286026,-78.48525238,515400010001058
263,263,-78.48532867400019,38.02836227338307,3179,264,19232,Monticello Ave at Ridge St Eastbound,38.02836227,-78.48532867,515400004011006
264,264,-78.49136352548102,38.02227783218887,3180,265,19245,Ridge St at Hartman's Mill Rd Northbound,38.02227783,-78.49136353,515400004012006
265,265,-78.49011230468341,38.02423858575671,3181,266,19250,Ridge St at Barksdale St Southbound,38.02423859,-78.4901123,515400004011018
266,266,-78.49526214656001,38.02568817144258,3182,267,19266,9th St SW at Buford Middle School Northbound,38.02568817,-78.49526215,515400005011014
267,267,-78.49496459948845,38.023990630275726,3183,268,19278,Prospect Ave opposite Blue Ridge Commons,38.02399063,-78.49496459999997,515400005013000
268,268,-78.49672698929072,38.02128219587277,3184,269,19284,Bailey Rd at Prospect Ave Southbound,38.0212822,-78.49672699,515400005013004
269,269,-78.49375915448302,38.0198249823766,3185,270,19297,Ridge St at Brookwood Dr Southbound,38.01982498,-78.49375916,515400004012010
270,270,-78.49599456832266,38.018215179203374,3186,271,19307,Brookwood Dr at 5th St SW Eastbound,38.01821518,-78.49599457,515400004012012
271,271,-78.4958877573793,38.01863861102506,3187,272,19311,Brookwood Dr at 5th St SW Westbound,38.01863861,-78.49588776,515400004012010
272,272,-78.50238037205325,38.01355361987685,3188,273,19324,Willoughby Shopping Center,38.01355362,-78.50238037,515400005025001
273,273,-78.50429534844443,38.01527786335919,3189,274,19330,Harris Rd at Longwood Dr Eastbound,38.01527786,-78.50429535,515400005025001
274,274,-78.50447082565363,38.01548767069081,3190,275,19348,Harris Rd at Lodge Creek Cir,38.01548767,-78.50447083,515400005021002
275,275,-78.50807189834478,38.01591110261013,3191,276,19353,Harris Road at Willard Drive Westbound,38.0159111,-78.5080719,515400005024000
276,276,-78.51135253805651,38.01609420695424,3192,277,19369,Jefferson Prk Ave opposite Azalea Dr,38.01609421,-78.51135254,515400005024001
277,277,-78.51326751770077,38.01873397865294,3193,278,19376,Jefferson Prk Ave opposite Old Lynchburg Rd,38.01873398,-78.51326752,515400005024002
278,278,-78.51425933847084,38.020526885316826,3194,279,19382,Cleveland Ave at Jefferson Prk Ave Eastbound,38.02052689,-78.51425934,515400005024002
279,279,-78.51182556255806,38.0200653082056,3195,280,19395,Cleveland Ave at Woodland Dr Westbound,38.02006531,-78.51182556,515400005022003
280,280,-78.51187133868822,38.020011902504784,3196,281,19400,Cleveland Ave at Woodland Dr Eastbound,38.0200119,-78.51187134,515400005024000
281,281,-78.50341796799394,38.02426147541149,3197,282,19416,Cherry Ave at Rockcreek Rd Southbound,38.02426147,-78.50341797,515400005022000
282,282,-78.49714660582859,38.028541565209814,3198,283,19428,Cherry Ave at 10th St SW Westbound,38.02854156,-78.49714661,515400005012008
283,283,-78.49580383226275,38.02981185948161,3199,284,19437,Roosevelt Brown Blvd at Grove St Southbound,38.02981186,-78.49580383,515400005012006
284,284,-78.49548339752873,38.02985382027612,3200,285,19444,Roosevelt Brown Blvd at Grove St Northbound,38.02985382,-78.4954834,515400005011006
285,285,-78.49319457907214,38.03532028259883,3201,286,19459,10th St NW at Page St northbound,38.03532028,-78.49319458,515400002021011
286,286,-78.49173736588747,38.0382194511291,3202,287,19463,10th St at Grady Ave Northbound,38.03821945,-78.49173737,515400002021009
287,287,-78.48429107601756,38.04116439885558,3203,288,19471,Rose Hill Dr at Madison Ave Southbound,38.0411644,-78.48429108,515400002012001
288,288,-78.48297119155383,38.04933547887777,3204,289,19492,Rose Hill Dr at Greenleaf Park Northbound,38.04933548,-78.48297119,515400007001005
289,289,-78.48317718492294,38.049465179730895,3205,290,19503,Rose Hill Dr at Greenleaf Park Southbound,38.04946518,-78.48317719,515400007001010
290,290,-78.48464202852585,38.05099105915559,3206,291,19519,Del Mar Dr at Oakleaf Ln Southbound,38.05099106,-78.48464203,515400007001010
291,291,-78.47893524129644,38.05400466835577,3207,292,19526,Grove Rd at Concord Dr Eastbound,38.05400467,-78.47893524,515400008002010
292,292,-78.47869110200314,38.05427551294676,3208,293,19535,Concord Dr at Grove Rd Southbound,38.05427551,-78.47869109999998,515400008003007
293,293,-78.47789764321088,38.05717849749134,3209,294,19542,Kenwood Ln at Yorktown Dr northbound,38.0571785,-78.47789764,515400008002002
294,294,-78.47761535703766,38.05760955773357,3210,295,19557,Yorktown Dr at Kenwood Ln Southbound,38.05760956,-78.47761536,515400008003003
295,295,-78.47579193146626,38.06021118105283,3211,296,19561,Yorktown Dr at Bunker Hill Dr Southbound,38.06021118,-78.47579193,515400008003003
296,296,-78.47569274828095,38.060211181498595,3212,297,19574,Yorktown Dr at Bunker Hill Dr Northbound,38.06021118,-78.47569275,515400008002002
297,297,-78.47730255082419,38.06373214685061,3213,298,19588,Brandywine Dr at Yorktown Dr Eastbound,38.06373215,-78.47730255,515400008002000
298,298,-78.47780609129491,38.06447219780436,3214,299,19590,Brandywine Dr at Yorktown Dr Westbound,38.0644722,-78.47780609,515400008003000
299,299,-78.47239684997447,38.06317138631729,3215,300,19601,Greenbrier Dr at Greenbrier Park Eastbound,38.06317139,-78.47239685,515400008001002
300,300,-78.4722824092138,38.063270569532364,3216,301,19617,Greenbrier Dr at Greenbrier Park Westbound,38.06327057,-78.47228241,515400008001004
301,301,-78.46987914985547,38.06255722098045,3217,302,19629,Greenbrier Dr at Greenbrier Elementary Northbound,38.06255722,-78.46987915,515400008001003
302,302,-78.47013091942378,38.06240081780976,3218,303,19638,Greenbrier Dr at Greenbrier Elementary Southbound,38.06240082,-78.47013092,515400008001004
303,303,-78.46031188917438,38.056484222738774,3219,304,19640,East Rio Rd at Penn Park Northbound,38.05648422,-78.46031189,510030106022000
304,304,-78.46052551305773,38.05610275205024,3220,305,19655,East Rio Rd at Waldorf School Rd,38.05610275,-78.46052551,510030106021034
305,305,-78.46891021713786,38.0658378602043,3221,306,19664,Greenbrier Dr at Banbury St Southbound,38.06583786,-78.46891022,515400008001000
306,306,-78.46893310645737,38.06561279226195,3222,307,19672,Greenbrier Dr at Banbury St Northbound,38.06561279,-78.46893311,515400008001003
307,307,-78.46810150180502,38.070213318569,3223,308,19686,East Rio Rd at Wakefield Rd Northbound,38.07021332,-78.4681015,510030106012026
308,308,-78.46835327083099,38.06977462731962,3224,309,19693,East Rio Rd at Wakefield Rd southbound,38.06977463,-78.46835327,510030106013018
309,309,-78.4764556880865,38.073905944090455,3225,310,19705,Hillsdale Dr at JABA northbound,38.07390594,-78.47645569,510030106013009
310,310,-78.49375152695755,38.06567764199525,3226,311,19714,Stonefield Shopping Center,38.06567764,-78.49375153,510030107003011
311,311,-78.4932708742137,38.0639953611231,3227,312,19722,Hydraulic Rd at Swanson Drive Southbound,38.06399536,-78.49327087,515400008004014
312,312,-78.49718475231859,38.06808853226635,3228,313,19733,Hydraulic Rd at Turtle Creek Rd Outbound,38.06808853,-78.49718475,510030108002004
313,313,-78.50440979073306,38.06524276806447,3229,314,19746,Georgetown Rd opposite Inglewood Dr,38.06524277,-78.50440979,510030108004000
314,314,-78.4969558718978,38.0556526187108,3230,315,19751,Emmet St at Earheart St southbound,38.05565262,-78.49695587,515400008004033
315,315,-78.49835205035595,38.05221176070785,3231,316,19767,Barracks Rd at Meadowbrook Rd Northbound,38.05221176,-78.49835205,515400007002010
316,316,-78.49301147394976,38.046970367840146,3232,317,19779,Preston Ave at Rugby Ave Northbound,38.04697037,-78.49301147,515400007001019
317,317,-78.48278808559314,38.08690643248715,3233,318,19808,West Rio Rd across Rehab Center,38.08690643,-78.48278809,510030108001011
318,318,-78.47500610242993,38.08332824679215,3234,319,19812,West Rio Rd at Firestone Pl westbound,38.08332825,-78.4750061,510030108001037
319,319,-78.47749328563226,38.02343749949438,3235,320,19820,Monticello Ave at Rialto St Eastbound,38.0234375,-78.47749329,515400004022015
320,320,-78.47758483985515,38.02368926985249,3236,321,19831,Monticello Ave at Rialto St Westbound,38.02368927,-78.47758484,515400004022009
321,321,-78.48036193748722,38.00682830809247,3237,322,19849,PVCC Stultz Center,38.00682831,-78.48036194,510030113032006
322,322,-78.47289276104,38.019771576699426,3238,323,19854,Monticello Rd at Carlton Rd Northbound,38.01977158,-78.47289276,515400004023006
323,323,-78.4730606070104,38.01797103813597,3239,324,19877,Monticello Rd at Elliott Ave Northbound,38.01797104,-78.47306061,515400004023006
324,324,-78.47318267910713,38.01536941604913,3240,325,19883,Monticello Rd at Linden Ave Northbound,38.01536942,-78.47318268,515400004023013
325,325,-78.4839096074694,38.0451698309374,3241,326,19906,Rose Hill Dr at Rugby Ave Southbound,38.04516983,-78.48390961,515400002011003
326,326,-78.50988769461635,38.033721924631,3242,327,19923,McCormick Rd/Thornton Hall (night stop),38.03372192,-78.5098877,510030109031002
327,327,-78.5174026482871,38.00632858278949,3243,328,19934,5th St Extended at Wahoo Way Southbound,38.00632858,-78.51740265,510030113021015
328,328,-78.49036407476058,38.06822204537079,3244,329,20031,Costco,38.06822205,-78.49036407,510030107003011
329,329,-78.47418975937735,38.090026856140106,3245,330,20049,Berkmar Dr at Woodbrook Dr,38.09002686,-78.47418976,510030108001005
330,330,-78.49878692616974,38.01011276323535,3246,331,20054,5th St Station,38.01011276,-78.49878693,510030113031000
331,331,-78.49242401052643,38.00864410388422,3247,332,20065,5th St Station Parkway at Avon St,38.0086441,-78.49242401,510030113031000
332,332,-78.48679351850275,38.01383972157385,3248,333,20077,Avon St at Avon Ct,38.01383972,-78.48679352,510030113032001
333,333,-78.48487091002141,38.01633071883222,3249,334,20083,Avon St at Belmont Cottage,38.01633072,-78.48487091,515400004024007
334,334,-78.47831726002609,38.049388885251375,3250,335,20096,YMCA,38.04938889,-78.47831726,515400008002010
335,335,-78.45877075124072,38.031509398600726,3251,336,20106,Roses,38.0315094,-78.45877075,510030105003001
336,336,-78.50199127150066,38.01176834166992,3252,337,20110,Bent Creek Rd,38.01176834,-78.50199127,515400004012015
337,337,-78.49747467097555,38.01727676417648,3253,338,20123,5th St at Cleveland Ave,38.01727676,-78.49747467,515400005021002
338,338,-78.48927307123952,38.0603027348736,3254,339,20134,Hillsdale Dr at Hydraulic Rd,38.06030273,-78.48927307,515400008004001
339,339,-78.4832687371743,38.026710509974244,3255,340,20147,Crescent Hall Eastbound,38.02671051,-78.48326874,515400004011004
340,340,-78.50511932407677,38.037403107156116,3256,341,21000,1705 University Ave (Temporary Stop),38.03740311,-78.50511932,510030109032003
